team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,210.0,213.0,22.0,23.0,6.0,9.0,24.0,25.0,26.0,107.0
Hillerød,2703433361,626,1,77,38,0,32.9,4.8,S. Sharif,249.0,149.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,57.8,29.8,NaN,NaN,NaN,0.6,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431797,626,12,74,19,1,6.1,64.3,S. Hausner,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,-1.5,82.1,NaN,NaN,NaN,2.2,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433495,627,5,77,40,1,71.0,-1.1,S. Sharif,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431801,627,6,74,21,0,4.8,71.8,S. Hausner,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433517,628,1,77,53,1,69.6,-1.5,S. Sharif,251.0,151.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,53.2,13.1,0.00003495,NaN,NaN,2.6,NaN,,NaN,,NaN,NaN,NaN,true
Horsens,2703432077,628,12,74,51,1,13.0,42.5,J. Madsen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,19.9,54.9,NaN,NaN,NaN,0.9,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703432079,629,4,74,56,0,21.8,63.2,F. Christensen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433545,629,1,77,56,1,54.2,13.7,J. Witt,251.0,151.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,63.6,3.4,0.00013709,NaN,NaN,5.7,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703432549,630,5,75,58,1,-0.9,72.6,J. Madsen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433549,630,1,77,57,0,62.9,3.1,S. Sharif,251.0,151.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,63.2,4.5,NaN,NaN,NaN,1.3,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703432787,631,1,76,20,0,5.7,51.8,M. Delač,243.0,144.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,56.0,46.7,NaN,NaN,NaN,6.2,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433689,631,5,78,3,1,66.0,-0.8,S. Sharif,NaN,151.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703432855,632,43,76,31,1,0.0,0.0,A. Herdonsson,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433691,632,1,73,1,1,84.6,19.9,A. Alicino,235.0,141.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,83.9,15.8,0.00239171,NaN,NaN,4.5,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433849,633,1,78,34,1,61.9,-0.6,S. Sharif,252.0,151.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,31.4,17.7,0.00000661,NaN,NaN,2.8,NaN,,NaN,,NaN,NaN,NaN,true
Horsens,2703432857,633,49,76,36,1,26.8,18.5,M. Larsen,245.0,146.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703432867,634,1,76,37,0,26.8,18.5,M. Larsen,245.0,146.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,47.2,31.8,NaN,NaN,NaN,0.4,NaN,,NaN,,NaN,NaN,NaN,NaN
