player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
M. Hansen,2g019dl7zougqjo7usig0rf11,dbl7ir1qugqz8nvp1vzn8im50,OB,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Ivančević,eq15hjcxpdrl5vca2q7s4tr3e,dbl7ir1qugqz8nvp1vzn8im50,OB,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W. Martin,15jhbyn4wsbd865fd9djcwaok,dbl7ir1qugqz8nvp1vzn8im50,OB,4,2,Substitute,NaN,Attacker,6,NaN,NaN,NaN,NaN,NaN,NaN,6,9,1,35,3,NaN,NaN,8,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,1,NaN,NaN,6,NaN,NaN,NaN
J. Selvén,rbk7g9mpasw3edltliscyzv8,dbl7ir1qugqz8nvp1vzn8im50,OB,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T. Slotsager,wrckom9vy4352nos44600ydw,dbl7ir1qugqz8nvp1vzn8im50,OB,NaN,NaN,Substitute,NaN,Defender,10,NaN,1,NaN,8,NaN,NaN,2,10,8,15,3,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,1,NaN,NaN,NaN
T. Trybull,wha77a8wm7jyn32743y0w79x,dbl7ir1qugqz8nvp1vzn8im50,OB,4,2,Substitute,NaN,Midfielder,22,NaN,NaN,NaN,12,1,NaN,10,27,13,34,10,2,3,14,2,4,NaN,NaN,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,1,NaN,NaN,7,NaN,NaN,NaN
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,bd4qakf7j0wwie8wke9km7uj8,Roskilde,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,NaN,NaN,10,NaN,NaN,7,14,11,90,17,4,11,14,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,16,NaN,NaN,8,NaN,12,NaN
O. Juul,aejgqvdw1jftxaa538kaa15w4,bd4qakf7j0wwie8wke9km7uj8,Roskilde,3,NaN,Defender,Left,NaN,22,NaN,3,5,11,3,NaN,11,26,13,90,8,3,3,14,5,7,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,1,NaN,1,9,NaN,12,NaN
O. Skolnik,81c40rn7lrb39qu0sam8kv6dw,bd4qakf7j0wwie8wke9km7uj8,Roskilde,1,NaN,Defender,Left/Centre,NaN,34,NaN,4,NaN,19,1,NaN,15,43,20,90,18,9,3,23,7,12,NaN,2,NaN,2,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,9,NaN,NaN,10,NaN,12,NaN
H. Askham,4brcvdxviy9f03iwcavxll80l,bd4qakf7j0wwie8wke9km7uj8,Roskilde,2,1,Defender,Centre/Right,NaN,43,NaN,3,NaN,33,3,NaN,13,50,37,90,25,7,4,17,4,7,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,11,NaN,NaN,8,NaN,12,NaN
M. Juhl,duvhbifjh37mvlm46akiy431m,bd4qakf7j0wwie8wke9km7uj8,Roskilde,2,NaN,Defender,Right,NaN,39,NaN,7,9,19,3,NaN,21,49,20,84,21,6,4,31,13,18,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,6,NaN,1,16,NaN,12,NaN
N. Halse,bwozpgcm48s08t1glxfgjajmd,bd4qakf7j0wwie8wke9km7uj8,Roskilde,3,NaN,Defensive Midfielder,Left/Centre,NaN,34,NaN,3,8,19,1,NaN,18,41,19,84,15,9,2,30,8,13,NaN,1,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,6,NaN,4,13,NaN,12,NaN
G. Fraulo,6zhj070huc77sl5o5bx6ey5g4,bd4qakf7j0wwie8wke9km7uj8,Roskilde,5,2,Defensive Midfielder,Centre/Right,NaN,38,NaN,3,1,26,2,NaN,12,46,28,90,12,6,3,19,4,8,NaN,1,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,10,NaN,1,11,NaN,12,NaN
A. Taranis,m031ocyfq011rual3olkegdm,bd4qakf7j0wwie8wke9km7uj8,Roskilde,8,2,Attacking Midfielder,Left,NaN,14,4,6,2,3,NaN,3,11,17,3,75,7,2,3,14,9,11,1,NaN,2,3,NaN,NaN,NaN,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,5,NaN,NaN,6,NaN,12,1
A. Maarup,cf6zq49y8v1ekw07e7yi3uac,bd4qakf7j0wwie8wke9km7uj8,Roskilde,2,1,Attacking Midfielder,Centre,NaN,18,1,9,1,4,2,1,15,22,5,89,4,3,4,18,11,12,1,4,1,2,NaN,1,NaN,2,5,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,1,1,8,1,12,NaN
R. Arabaci,7h02v4ymnko5fh01iylbh34es,bd4qakf7j0wwie8wke9km7uj8,Roskilde,1,NaN,Attacking Midfielder,Right,NaN,11,NaN,3,3,5,1,NaN,6,15,6,45,2,1,2,12,5,8,NaN,NaN,NaN,1,NaN,3,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,3,11,NaN,11,NaN
A. Jensen,d106tu53y5q02yu36iojbou8k,bd4qakf7j0wwie8wke9km7uj8,Roskilde,11,8,Striker,Centre,NaN,17,2,4,2,8,NaN,1,12,28,9,90,8,3,1,22,4,14,NaN,3,NaN,1,NaN,NaN,NaN,1,5,1,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,2,NaN,NaN,15,1,12,NaN
S. Baskaya,1el3mu4rgcx8tebrawgfvynf8,bd4qakf7j0wwie8wke9km7uj8,Roskilde,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F. Engqvist,e0nkqbugb4xkpluu5e42zf2ms,bd4qakf7j0wwie8wke9km7uj8,Roskilde,1,NaN,Substitute,NaN,Attacker,1,NaN,2,NaN,NaN,NaN,NaN,1,2,1,1,1,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,1,NaN,NaN,NaN
J. Damkjær,65f1ckijc2btnprgz3s593dw4,bd4qakf7j0wwie8wke9km7uj8,Roskilde,1,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,1,NaN,NaN,1,3,1,6,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,1,NaN,NaN,1,NaN,NaN,NaN
A. Jensen,emakjdiju8z2peey3ytjahz6y,bd4qakf7j0wwie8wke9km7uj8,Roskilde,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Kristensen,4lac0f1ev5usxpka7gaev3hii,bd4qakf7j0wwie8wke9km7uj8,Roskilde,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Lysholm,g2cgdv428rmpmb0om40ldses,bd4qakf7j0wwie8wke9km7uj8,Roskilde,1,NaN,Substitute,NaN,Defender,29,NaN,3,1,15,1,NaN,14,35,17,45,21,2,2,18,4,5,NaN,NaN,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,6,NaN,NaN,7,NaN,1,NaN
N. Vesterbæk,35og29e19w0ykeqcvudhpgr8,bd4qakf7j0wwie8wke9km7uj8,Roskilde,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
K. Nyegaard,4rhxehi019n7z1z1m7a39w1sk,bd4qakf7j0wwie8wke9km7uj8,Roskilde,1,1,Substitute,NaN,Midfielder,10,NaN,2,NaN,5,1,NaN,5,11,5,15,1,NaN,2,6,1,2,NaN,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,1,NaN,NaN,NaN
M. Winkel,6bkuzenpse2kzirt9q7qeisd0,bd4qakf7j0wwie8wke9km7uj8,Roskilde,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,OB vs Roskilde,6guiqom5ylpwrcdv38o7euvpw,2024-09-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Vaporakis,9y3vs6l0mjj38z0kw062jlh3p,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Goalkeeper,Centre,NaN,31,NaN,NaN,NaN,30,2,NaN,5,40,37,90,34,2,11,10,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,29,NaN,NaN,12,NaN,10,NaN
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,ajtb177oqwawkdwbqhldmq6mx,B 93,3,NaN,Defender,Left,NaN,15,NaN,3,8,6,1,NaN,10,22,7,76,9,4,2,23,4,10,NaN,NaN,1,1,NaN,4,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,4,NaN,6,15,NaN,8,1
A. Heimer,6dki65mdd3letfjjj51i0w3c9,ajtb177oqwawkdwbqhldmq6mx,B 93,2,1,Defender,Left/Centre,NaN,45,NaN,2,NaN,26,3,NaN,21,56,29,90,25,9,6,29,10,14,NaN,1,NaN,3,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,8,NaN,NaN,12,NaN,10,NaN
E. Christensen,8xe0fufxfgf5cuwgysz3r2j85,ajtb177oqwawkdwbqhldmq6mx,B 93,3,NaN,Defender,Centre/Right,NaN,40,NaN,5,1,31,2,NaN,18,51,33,90,24,12,3,28,7,14,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,9,NaN,NaN,12,NaN,10,NaN
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,5,2,Defender,Right,NaN,41,NaN,3,3,17,2,NaN,24,52,21,90,16,9,4,34,11,13,NaN,NaN,NaN,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,12,NaN,2,16,NaN,10,NaN
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,ajtb177oqwawkdwbqhldmq6mx,B 93,5,1,Defensive Midfielder,Left/Centre,NaN,40,NaN,4,1,17,4,NaN,24,47,20,88,11,5,7,28,10,13,NaN,1,NaN,2,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,2,NaN,NaN,9,NaN,8,NaN
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,5,2,Defensive Midfielder,Centre/Right,NaN,64,NaN,6,1,30,2,NaN,38,71,32,90,24,11,6,43,18,20,1,2,1,4,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,6,NaN,NaN,11,NaN,10,NaN
O. Addo,kqj7nh6pqmqbt0abyyu0fcpg,ajtb177oqwawkdwbqhldmq6mx,B 93,5,1,Attacking Midfielder,Left,NaN,10,3,7,1,4,NaN,1,6,17,7,67,8,2,NaN,10,2,4,NaN,1,NaN,NaN,1,NaN,1,NaN,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,1,NaN,NaN,21,NaN,8,NaN
F. Isaki,86mx27krl6c613x6e3t9g3cic,ajtb177oqwawkdwbqhldmq6mx,B 93,6,1,Attacking Midfielder,Centre,NaN,29,5,10,2,5,1,4,25,31,6,76,6,6,4,26,13,13,1,NaN,1,2,NaN,1,NaN,NaN,1,NaN,1,1,1,NaN,1,1,1,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,1,1,10,NaN,8,NaN
S. Koch,8viazilbghyogmhd7w3lg2six,ajtb177oqwawkdwbqhldmq6mx,B 93,2,NaN,Attacking Midfielder,Right,NaN,16,NaN,7,1,9,2,NaN,7,20,9,66,7,3,5,12,3,7,NaN,3,NaN,2,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,1,6,NaN,8,NaN
C. Björk,x3ad9hfxts6jpfugy3kvq9d5,ajtb177oqwawkdwbqhldmq6mx,B 93,6,NaN,Striker,Centre,NaN,6,2,4,NaN,6,NaN,NaN,3,8,8,90,NaN,NaN,NaN,3,1,1,1,1,2,NaN,NaN,NaN,NaN,2,4,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,10,1,10,1
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Defender,7,NaN,NaN,NaN,2,NaN,NaN,5,7,2,2,1,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,NaN,NaN,2,NaN
V. Hammershøy-Mistrati,e3n8xatusmgu7ttqpfdjanp3p,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
G. Højbjerg,ab3nxxoj7bxlnhot9htoex1xw,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Defender,3,NaN,NaN,NaN,NaN,NaN,NaN,3,4,NaN,14,NaN,1,NaN,4,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,1,1,2,NaN
O. Jakobsen,egnjbmbxkceiygmp2jty4b47o,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Midfielder,9,NaN,NaN,3,3,NaN,NaN,6,14,4,24,6,5,NaN,10,3,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,3,NaN,NaN,7,NaN,2,NaN
E. Nnamani,8i0o1b8rjsab9se3v6vteqmfo,ajtb177oqwawkdwbqhldmq6mx,B 93,1,NaN,Substitute,NaN,Attacker,5,NaN,1,1,1,NaN,NaN,4,8,1,23,4,1,1,7,1,4,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,1,NaN,NaN,5,NaN,2,NaN
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T. Blidegn,dja68kdmhtsm9x5zqzgtpqas4,ajtb177oqwawkdwbqhldmq6mx,B 93,5,1,Substitute,NaN,Midfielder,6,NaN,2,NaN,2,NaN,NaN,4,8,2,14,1,1,NaN,6,2,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,NaN,NaN,NaN,4,NaN,2,NaN
L. Schulz,64vlnkuqfh7rnymg8qku8amwa,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,NaN,NaN,Goalkeeper,Centre,NaN,21,NaN,NaN,1,25,2,NaN,1,23,26,90,8,1,5,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,4,NaN,NaN,2,NaN,5,NaN
G. Mortensen,bvw5oc4c040ey5dt5wn0choiy,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,7,4,Defender,Left,NaN,23,NaN,1,9,11,1,NaN,14,33,13,90,11,6,3,23,8,16,1,NaN,1,2,1,3,1,2,3,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,5,2,3,18,NaN,5,NaN
M. Lauritsen,oywgthoxa153nf48la1j8v10,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2,NaN,Defender,Left/Centre,NaN,58,NaN,2,1,52,1,NaN,8,72,58,90,27,11,4,17,4,11,NaN,1,NaN,3,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,15,NaN,NaN,15,NaN,5,NaN
A. Simon Okosun,a7eramyy1bd8msxmg84ctc8ut,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,3,1,Defender,Centre/Right,NaN,62,NaN,7,NaN,47,4,NaN,17,70,50,90,26,10,8,23,9,14,NaN,3,NaN,4,4,NaN,4,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,10,NaN,NaN,11,NaN,5,NaN
M. Lassen,duahzgqspyuy2gu31u3s8ky96,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,5,1,Defender,Right,NaN,23,NaN,5,5,7,1,NaN,17,42,12,90,30,20,4,33,8,19,1,1,1,3,1,3,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,19,1,3,27,NaN,5,NaN
R. Thellufsen,5hr1cb6e6xb3eyjnau7w4825l,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,6,NaN,Defensive Midfielder,Left/Centre,NaN,42,NaN,2,4,13,1,NaN,33,54,16,90,30,16,5,43,24,31,NaN,NaN,2,4,2,2,2,1,2,1,NaN,NaN,1,1,NaN,1,1,1,NaN,4231,B 93 vs Vendsyssel,490hz4aozq22aua609git2gpg,2025-05-02,6,1,2,20,1,5,1
