sequence_id,receiver_id,receiver_name,receiver_Uuid,receiver_position,game_id,match_id,team_name,period,poss_player_id,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,frame_idx_first,frame_idx_last,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,local_date,description
70,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,True,False,False,False,False,0,False,False,True,16736,16776,669.44,671.04,11,11,9,11,2025-07-19,Horsens vs Aarhus Fremad
71,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,True,False,False,False,0,False,False,True,16796,16883,671.84,675.32,11,11,11,15,2025-07-19,Horsens vs Aarhus Fremad
72,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,False,False,False,1,False,False,True,16949,16987,677.96,679.48,11,11,17,19,2025-07-19,Horsens vs Aarhus Fremad
73,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,False,True,3,True,False,False,17162,17182,686.48,687.28,11,11,26,27,2025-07-19,Horsens vs Aarhus Fremad
74,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,True,False,False,False,0,False,False,True,17806,17856,712.24,714.24,11,11,52,54,2025-07-19,Horsens vs Aarhus Fremad
75,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,True,False,False,0,False,False,True,17894,18001,715.76,720.04,11,12,55,0,2025-07-19,Horsens vs Aarhus Fremad
76,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,False,False,False,0,False,False,True,18036,18099,721.44,723.96,12,12,1,3,2025-07-19,Horsens vs Aarhus Fremad
77,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,True,False,False,0,False,False,True,18127,18204,725.08,728.16,12,12,5,8,2025-07-19,Horsens vs Aarhus Fremad
78,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,True,False,False,False,False,0,False,True,True,18254,18310,730.16,732.4,12,12,10,12,2025-07-19,Horsens vs Aarhus Fremad
79,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,True,False,False,False,0,False,False,True,18336,18400,733.44,736.0,12,12,13,16,2025-07-19,Horsens vs Aarhus Fremad
80,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,False,False,18423,18423,736.92,736.92,12,12,16,16,2025-07-19,Horsens vs Aarhus Fremad
81,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,True,True,18809,18878,752.36,755.12,12,12,32,35,2025-07-19,Horsens vs Aarhus Fremad
82,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,False,False,False,False,0,False,True,True,18902,19057,756.08,762.28,12,12,36,42,2025-07-19,Horsens vs Aarhus Fremad
83,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,False,True,19083,19181,763.32,767.24,12,12,43,47,2025-07-19,Horsens vs Aarhus Fremad
84,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,True,True,False,False,False,0,False,True,True,19210,19234,768.4,769.36,12,12,48,49,2025-07-19,Horsens vs Aarhus Fremad
85,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,False,False,False,False,False,0,False,False,True,19269,19272,770.76,770.88,12,12,50,50,2025-07-19,Horsens vs Aarhus Fremad
86,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,True,False,0,False,False,False,19649,19649,785.96,785.96,13,13,5,5,2025-07-19,Horsens vs Aarhus Fremad
87,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,False,False,False,0,False,False,True,21006,21024,840.24,840.96,14,14,0,0,2025-07-19,Horsens vs Aarhus Fremad
88,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,21082,21287,843.28,851.48,14,14,3,11,2025-07-19,Horsens vs Aarhus Fremad
89,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,False,True,21288,21378,851.52,855.12,14,14,11,15,2025-07-19,Horsens vs Aarhus Fremad
90,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,True,False,False,0,False,False,False,22161,22166,886.44,886.64,14,14,46,46,2025-07-19,Horsens vs Aarhus Fremad
91,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,False,0,False,False,True,23119,23226,924.76,929.04,15,15,24,29,2025-07-19,Horsens vs Aarhus Fremad
92,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,False,True,23281,23288,931.24,931.52,15,15,31,31,2025-07-19,Horsens vs Aarhus Fremad
93,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,True,False,False,False,False,0,False,False,True,23330,23365,933.2,934.6,15,15,33,34,2025-07-19,Horsens vs Aarhus Fremad
94,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,False,False,False,0,False,False,True,23389,23476,935.56,939.04,15,15,35,39,2025-07-19,Horsens vs Aarhus Fremad
95,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,True,False,False,False,False,False,False,0,False,False,True,23506,23533,940.24,941.32,15,15,40,41,2025-07-19,Horsens vs Aarhus Fremad
96,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,True,23563,23599,942.52,943.96,15,15,42,43,2025-07-19,Horsens vs Aarhus Fremad
97,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,True,False,False,False,0,False,False,True,23642,23646,945.68,945.84,15,15,45,45,2025-07-19,Horsens vs Aarhus Fremad
98,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,True,False,False,0,False,False,False,24417,24418,976.68,976.72,16,16,16,16,2025-07-19,Horsens vs Aarhus Fremad
99,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,True,True,False,False,False,0,False,False,False,24468,24512,978.72,980.48,16,16,18,20,2025-07-19,Horsens vs Aarhus Fremad
100,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,False,False,False,False,0,False,False,True,24574,24578,982.96,983.12,16,16,22,23,2025-07-19,Horsens vs Aarhus Fremad
101,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,True,False,0,False,False,False,27202,27274,1088.08,1090.96,18,18,8,10,2025-07-19,Horsens vs Aarhus Fremad
102,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,True,False,False,False,False,0,False,False,True,28108,28108,1124.32,1124.32,18,18,44,44,2025-07-19,Horsens vs Aarhus Fremad
103,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,False,False,False,0,False,False,True,28132,28173,1125.28,1126.92,18,18,45,46,2025-07-19,Horsens vs Aarhus Fremad
104,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,False,0,False,False,True,28199,28201,1127.96,1128.04,18,18,47,48,2025-07-19,Horsens vs Aarhus Fremad
105,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,True,False,False,False,0,False,True,True,28282,28310,1131.28,1132.4,18,18,51,52,2025-07-19,Horsens vs Aarhus Fremad
106,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,True,True,29467,29497,1178.68,1179.88,19,19,38,39,2025-07-19,Horsens vs Aarhus Fremad
107,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,True,True,29534,31554,1181.36,1262.16,19,21,41,2,2025-07-19,Horsens vs Aarhus Fremad
108,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,True,True,31578,31601,1263.12,1264.04,21,21,3,4,2025-07-19,Horsens vs Aarhus Fremad
109,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,True,False,False,False,0,False,False,True,31637,31667,1265.48,1266.68,21,21,5,6,2025-07-19,Horsens vs Aarhus Fremad
110,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,True,32264,32290,1290.56,1291.6,21,21,30,31,2025-07-19,Horsens vs Aarhus Fremad
111,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,32339,32378,1293.56,1295.12,21,21,33,35,2025-07-19,Horsens vs Aarhus Fremad
112,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,True,False,False,False,0,False,False,True,32417,32451,1296.68,1298.04,21,21,36,38,2025-07-19,Horsens vs Aarhus Fremad
113,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,0,False,False,False,32556,32585,1302.24,1303.4,21,21,42,43,2025-07-19,Horsens vs Aarhus Fremad
114,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,True,False,False,True,False,False,False,0,False,False,True,33082,33108,1323.28,1324.32,22,22,3,4,2025-07-19,Horsens vs Aarhus Fremad
115,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,True,False,False,0,False,False,True,33130,36449,1325.2,1457.96,22,24,5,17,2025-07-19,Horsens vs Aarhus Fremad
116,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,False,True,False,1,False,False,False,36548,36641,1461.92,1465.64,24,24,21,25,2025-07-19,Horsens vs Aarhus Fremad
117,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,True,False,False,1,False,False,False,36673,36674,1466.92,1466.96,24,24,26,26,2025-07-19,Horsens vs Aarhus Fremad
118,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,False,False,True,0,False,False,False,36923,36923,1476.92,1476.92,24,24,36,36,2025-07-19,Horsens vs Aarhus Fremad
119,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,True,False,False,False,0,False,False,False,37840,37869,1513.6,1514.76,25,25,13,14,2025-07-19,Horsens vs Aarhus Fremad
120,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,False,False,False,False,0,False,False,True,37900,37916,1516.0,1516.64,25,25,16,16,2025-07-19,Horsens vs Aarhus Fremad
121,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,False,True,37940,37979,1517.6,1519.16,25,25,17,19,2025-07-19,Horsens vs Aarhus Fremad
122,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,False,0,False,False,True,38053,38114,1522.12,1524.56,25,25,22,24,2025-07-19,Horsens vs Aarhus Fremad
123,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,True,True,38429,38529,1537.16,1541.16,25,25,37,41,2025-07-19,Horsens vs Aarhus Fremad
124,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,True,True,38581,38608,1543.24,1544.32,25,25,43,44,2025-07-19,Horsens vs Aarhus Fremad
125,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,False,True,38633,38686,1545.32,1547.44,25,25,45,47,2025-07-19,Horsens vs Aarhus Fremad
126,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,True,False,False,False,False,False,True,0,False,False,True,38713,38736,1548.52,1549.44,25,25,48,49,2025-07-19,Horsens vs Aarhus Fremad
127,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,False,0,False,False,False,39275,39282,1571.0,1571.28,26,26,11,11,2025-07-19,Horsens vs Aarhus Fremad
128,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,False,True,True,0,False,False,False,39323,39571,1572.92,1582.84,26,26,12,22,2025-07-19,Horsens vs Aarhus Fremad
129,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,0,False,False,False,39590,39617,1583.6,1584.68,26,26,23,24,2025-07-19,Horsens vs Aarhus Fremad
130,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,True,False,False,False,True,True,False,0,False,False,True,39656,39863,1586.24,1594.52,26,26,26,34,2025-07-19,Horsens vs Aarhus Fremad
131,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,False,False,False,0,False,False,True,40676,40752,1627.04,1630.08,27,27,7,10,2025-07-19,Horsens vs Aarhus Fremad
132,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,0,False,False,False,40770,40815,1630.8,1632.6,27,27,10,12,2025-07-19,Horsens vs Aarhus Fremad
133,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,False,True,False,False,0,False,False,True,41127,41171,1645.08,1646.84,27,27,25,26,2025-07-19,Horsens vs Aarhus Fremad
134,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,True,False,False,False,False,0,False,False,True,41232,41252,1649.28,1650.08,27,27,29,30,2025-07-19,Horsens vs Aarhus Fremad
135,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,True,False,False,0,False,False,False,41270,41343,1650.8,1653.72,27,27,30,33,2025-07-19,Horsens vs Aarhus Fremad
136,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,True,True,False,False,False,0,False,False,True,41370,41392,1654.8,1655.68,27,27,34,35,2025-07-19,Horsens vs Aarhus Fremad
137,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,True,False,False,False,0,False,False,True,41402,41468,1656.08,1658.72,27,27,36,38,2025-07-19,Horsens vs Aarhus Fremad
138,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,0,False,False,False,41485,41505,1659.4,1660.2,27,27,39,40,2025-07-19,Horsens vs Aarhus Fremad
139,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,False,False,False,0,False,False,True,41973,42001,1678.92,1680.04,27,28,58,0,2025-07-19,Horsens vs Aarhus Fremad
