player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
T. Freriks,4jve632xnmqujh4ioaxpaovai,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,3,1,Substitute,NaN,Attacker,10,1,7,NaN,3,NaN,NaN,7,12,4,34,2,NaN,3,8,7,8,NaN,4,NaN,2,NaN,NaN,NaN,NaN,2,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,6,1,4,NaN
D. Gadegaard,7fkc01xxyl1trj3uav134ehyi,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E. Larsen,4qrn5kj136e8h2do3wpv8wr9w,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P. Tjørnelund,37mo55lynu3blqnb8k9ln8k16,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T. Stagaard,c7buy99bjqmkmno8w5t0189d6,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,1,1,Substitute,NaN,Defender,2,NaN,NaN,NaN,1,NaN,NaN,2,2,1,7,NaN,1,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,1,NaN,NaN,NaN,NaN,1,NaN
N. Strandby,a3s2lypc1aceu363i78aczx1w,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
J. Ankersen,4mxciw9jsj9l437fd7bv78p91,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,5,1,Substitute,NaN,Attacker,7,2,NaN,1,1,NaN,NaN,7,8,2,35,2,NaN,1,7,6,6,NaN,NaN,NaN,NaN,2,1,2,1,1,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,1,1,1,6,NaN,4,NaN
M. Hansen,cod92jjb3qqrg6n1tu15ciwpg,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,4,1,Substitute,NaN,Midfielder,8,1,3,NaN,5,NaN,NaN,4,11,5,18,3,NaN,NaN,7,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,7,NaN,2,NaN
A. Ravn,4qz1pnlx3d0m5wkhpocl0euj8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Goalkeeper,Centre,NaN,20,NaN,NaN,NaN,21,2,NaN,NaN,25,27,90,16,2,7,4,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,12,NaN,NaN,11,NaN,11,NaN
N. Clausen,6dzg820946z4848whaa6ny2nd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,2,Defender,Left,NaN,37,NaN,4,14,25,5,NaN,16,49,28,90,19,10,6,27,12,18,2,1,3,NaN,2,3,2,1,NaN,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,10,2,4,20,1,11,NaN
D. Stenderup,a30gduuv9d1s4pkthgu2jhyol,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,2,Defender,Left/Centre,NaN,60,NaN,9,2,54,NaN,NaN,22,66,56,90,26,12,NaN,27,8,12,1,1,1,NaN,3,1,3,NaN,NaN,NaN,1,NaN,1,1,1,1,1,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,9,1,1,10,NaN,11,NaN
N. Jungvig,3pk6hii2s8tbv2zux8mvbapec,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,2,Defender,Centre/Right,NaN,52,NaN,4,NaN,34,2,NaN,20,60,36,90,31,8,2,26,7,10,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,14,NaN,NaN,9,NaN,11,NaN
A. Iljazovski,bfvdr7ckiersz26ya2kq9f1g4,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,1,Defender,Right,NaN,30,1,5,7,19,3,NaN,14,38,21,90,19,8,3,25,8,12,1,2,1,NaN,NaN,7,NaN,2,3,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,4,2,7,16,NaN,11,NaN
F. Krogstad,dm6xpphbyyooqriwaambi7njd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,NaN,Defensive Midfielder,Left/Centre,NaN,23,NaN,3,NaN,15,2,NaN,8,30,19,78,12,1,3,11,2,3,NaN,2,NaN,1,1,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,3,NaN,NaN,10,NaN,11,NaN
M. Spelmann,615e0bjcd0tyge047sy43y5sl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,1,NaN,Defensive Midfielder,Centre/Right,NaN,26,NaN,1,1,18,3,NaN,8,28,18,59,7,4,3,11,2,5,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,3,NaN,NaN,6,NaN,9,NaN
J. Singh,2cup1vjw8n43kbzzxfflnmplg,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,1,NaN,Attacking Midfielder,Left,NaN,7,2,4,1,2,2,1,5,14,5,59,6,4,2,10,3,5,NaN,1,NaN,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,3,NaN,1,9,NaN,9,NaN
J. Adjei-Broni,1cumsropo1r0msfzxxteml1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,3,Attacking Midfielder,Centre,NaN,8,NaN,3,2,2,1,NaN,6,11,3,59,5,1,2,8,4,5,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,2,2,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,4,NaN,9,NaN
A. Smed,dncrhma6gwcn6pxiu7hfc6qz8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,2,Attacking Midfielder,Right,NaN,22,NaN,4,3,3,NaN,NaN,20,28,7,90,6,2,1,24,13,15,1,NaN,2,1,1,3,1,1,2,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,2,1,3,10,NaN,11,1
M. Egho,4m9sp9mxlsjk6fv7v218yqfv9,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,8,8,Striker,Centre,NaN,8,NaN,4,NaN,6,1,NaN,5,12,6,78,4,1,1,9,3,4,1,4,1,NaN,NaN,NaN,NaN,1,5,1,NaN,NaN,NaN,NaN,NaN,3,1,1,1,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,6,NaN,11,NaN
E. Aby,907vtkod58b7986k7u1619gr8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,2,Substitute,NaN,Attacker,6,NaN,3,NaN,1,NaN,NaN,5,10,2,32,1,NaN,1,8,2,4,NaN,1,NaN,1,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,9,NaN,2,NaN
Z. Aliji,aajgld24isoem1ycoysyxxp1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Knudsen,1basznqpux0hkrrd06eaxodsl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Substitute,NaN,Midfielder,10,NaN,3,NaN,5,NaN,NaN,6,11,6,32,2,NaN,1,6,2,2,NaN,1,NaN,1,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,1,NaN,2,NaN
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Coşkun,db671oj1jx2uknf12t8b3s7x0,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Johansen,7ymn0ytcqi6l43nqraxt9s1zo,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Attacker,2,NaN,NaN,NaN,NaN,1,NaN,2,2,NaN,13,NaN,NaN,1,3,2,2,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,1,1,NaN,NaN,NaN
O. Kjærgaard,cl4xl80n4gew1ox03r3ooshrd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,2,Substitute,NaN,Midfielder,6,2,5,4,NaN,1,1,7,13,2,32,9,4,1,16,5,10,NaN,2,NaN,NaN,NaN,3,NaN,1,5,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,3,1,4,13,NaN,2,NaN
M. Lysholm,g2cgdv428rmpmb0om40ldses,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F. Høgh,9tt9eo9bsff7dp7aqjal1obo4,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,1,Substitute,NaN,Attacker,2,1,1,NaN,NaN,NaN,NaN,2,3,NaN,13,1,NaN,NaN,3,2,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,Esbjerg vs Hvidovre,bvvrtxnqrk97bjs1us04z7axg,2025-07-26,NaN,NaN,NaN,4,NaN,NaN,NaN
J. Dakir,9yxhg70gpwi3e9s84c8qwg0yx,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,1,NaN,11,3,NaN,5,18,12,90,18,3,14,14,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,15,NaN,NaN,10,,5,
F. Dietz,ebd3uvtt54wkdsahc2127j02c,b2vft81kyjurzbmekvgrqwr64,Hobro,2,NaN,Defender,Left/Centre,NaN,75,NaN,3,5,52,1,NaN,26,90,54,90,38,8,3,39,6,13,2,2,2,2,NaN,NaN,NaN,NaN,2,1,,NaN,NaN,1,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,22,NaN,NaN,18,,5,
M. Jacobsen,6bv0j0ezhh9u5u5hqz64p790q,b2vft81kyjurzbmekvgrqwr64,Hobro,1,NaN,Defender,Centre,NaN,65,NaN,3,NaN,52,4,NaN,14,73,56,90,19,3,6,18,2,3,NaN,1,NaN,2,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,8,NaN,NaN,10,,5,
E. Søgaard,cflwegqpzch8y30pb3dhigqnd,b2vft81kyjurzbmekvgrqwr64,Hobro,2,NaN,Defender,Centre/Right,NaN,79,NaN,2,5,38,3,NaN,44,95,40,90,45,16,6,60,17,27,NaN,NaN,NaN,2,NaN,3,NaN,NaN,NaN,NaN,,1,1,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,19,1,3,20,,5,
L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,b2vft81kyjurzbmekvgrqwr64,Hobro,9,NaN,Wing Back,Left,NaN,32,2,3,6,23,1,1,12,36,25,90,9,2,1,17,5,7,1,1,1,NaN,1,2,1,1,3,1,,NaN,NaN,NaN,,1,1,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,2,NaN,5,14,,5,
M. Nielsen,8q8yol44e42o9hwttlopznvh0,b2vft81kyjurzbmekvgrqwr64,Hobro,6,NaN,Wing Back,Right,NaN,29,8,12,7,9,4,7,21,37,11,90,9,4,8,29,15,18,3,2,3,2,NaN,3,NaN,1,3,1,,2,1,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,1,1,3,13,,5,
V. Rasmussen,dwuxps3jv2852642q000wep6,b2vft81kyjurzbmekvgrqwr64,Hobro,7,NaN,Midfielder,Left/Centre,NaN,12,3,3,6,7,1,NaN,7,15,7,74,4,4,3,13,4,7,1,NaN,2,2,NaN,1,NaN,5,4,3,,NaN,NaN,1,,1,1,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,2,NaN,4,15,,5,
T. Hansen,e0rgqk3gxzs005m9ok9hvp1ck,b2vft81kyjurzbmekvgrqwr64,Hobro,8,5,Midfielder,Centre,NaN,41,1,3,NaN,33,1,NaN,12,46,33,90,9,3,3,17,6,10,NaN,2,NaN,2,NaN,NaN,NaN,NaN,4,2,,NaN,NaN,NaN,,1,1,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,2,NaN,NaN,9,,5,
O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,b2vft81kyjurzbmekvgrqwr64,Hobro,5,2,Midfielder,Centre/Right,NaN,27,NaN,8,3,12,1,NaN,15,33,12,90,5,5,6,21,9,15,1,NaN,1,5,2,NaN,2,1,3,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,1,NaN,NaN,8,,5,
M. Bruhn,8gqvlydur0v4cpmz1ozqkejh0,b2vft81kyjurzbmekvgrqwr64,Hobro,8,4,Striker,Left/Centre,NaN,5,2,6,1,1,NaN,1,4,14,5,85,7,1,2,9,1,3,NaN,4,NaN,2,NaN,NaN,NaN,4,4,3,,NaN,NaN,NaN,,1,1,1,1,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,12,,5,
S. Andreasen,4qyfoq5fjiochtj89w426lm21,b2vft81kyjurzbmekvgrqwr64,Hobro,2,2,Striker,Centre/Right,NaN,9,NaN,2,3,NaN,NaN,NaN,9,13,NaN,57,6,5,2,14,7,9,3,NaN,3,NaN,1,1,1,1,1,1,,2,NaN,NaN,,3,2,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,1,NaN,1,6,,5,
M. Boye,5jyv1dctfxa6335l1mlifwavo,b2vft81kyjurzbmekvgrqwr64,Hobro,1,1,Substitute,NaN,Attacker,2,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,6,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,1,,NaN,
A. Heyde,3d9d8vugyje4gmyngicnb2mms,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,NaN,,NaN,
Z. Hyltoft,b0yv1pcxifawqx6r1cfqq3otm,b2vft81kyjurzbmekvgrqwr64,Hobro,2,NaN,Substitute,NaN,Midfielder,8,NaN,2,NaN,3,NaN,NaN,5,9,3,17,2,1,NaN,6,3,4,1,2,1,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,2,,NaN,
M. Kannegaard,3sog1gsk11bwwrf7l7wm2j7dg,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,NaN,,NaN,
M. Pedersen,9xub4z9b3bog8wqhn5yfihecp,b2vft81kyjurzbmekvgrqwr64,Hobro,1,NaN,Substitute,NaN,Midfielder,32,NaN,4,2,18,NaN,NaN,16,35,18,34,5,4,1,21,8,9,1,NaN,1,1,NaN,2,NaN,1,1,1,,NaN,1,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,1,1,3,6,,NaN,
O. Meedom,4dmz3u7j1eoz4ofr1o8tbxedw,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,NaN,,NaN,
A. Bryld,izewe5fthjad6hv14xgpm3v8,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,NaN,,NaN,
V. Schmølker,2f0p63eeg2yc4jsyotle88q38,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,NaN,,NaN,
A. Søndergaard,dxv40hh07gxq4hn0i6dwb2l4a,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,532,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,NaN,NaN,NaN,NaN,,NaN,
C. Radza,8i16xur310p25unjt0zjrluj9,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Goalkeeper,Centre,NaN,13,1,2,NaN,15,5,1,11,21,16,90,30,6,10,23,5,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,26,NaN,NaN,14,,14,
S. Reese,4bkqvwlmbwul0s8lbbq6mifp,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,4,3,Defender,Left/Centre,NaN,40,NaN,7,3,26,5,NaN,14,51,29,90,27,13,6,25,8,12,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,10,NaN,1,14,,14,
M. Greve,ef7l91pb4w6yk7lijxjxlievp,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2,NaN,Defender,Centre,NaN,36,NaN,4,4,29,5,NaN,8,43,31,90,23,6,9,14,3,7,1,4,1,4,1,NaN,1,NaN,3,2,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,9,NaN,NaN,9,,14,
J. Vetter,3ywgt5v070xudujs9f7cuqm7d,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,7,2,Defender,Centre/Right,NaN,23,NaN,4,4,15,1,NaN,8,30,15,90,13,5,4,15,6,10,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Middelfart,bw8yfbru8ng8r1m2aj5cptx5g,2025-07-27,6,NaN,NaN,10,,14,
