team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
FCM,14,1077.2333333333333,110922.01,18361.22,6931.65,2337.65,831,501,310,20,1187806b-7407-46c5-951b-ace74b0eb86f,AGF - FCM : 2025-4-13,2024,Superliga
FCN,16,1116.9833333333333,121341.0,18728.61,7040.46,2101.11,814,413,383,18,9f9c257b-a8c9-4200-a28a-187791679c3a,FCN - RFC : 2025-4-13,2024,Superliga
RFC,16,1117.0,118962.23,18839.21,6549.74,1829.92,756,450,295,11,9f9c257b-a8c9-4200-a28a-187791679c3a,FCN - RFC : 2025-4-13,2024,Superliga
SJE,16,1081.65,120432.69,18859.88,7064.53,2128.41,812,487,309,16,8d0d6da1-efa4-4443-b085-7095617fc2fc,SJE - VB : 2025-4-14,2024,Superliga
VB,14,1081.65,114552.61,16820.88,6337.969999999999,1802.9,730,349,373,8,8d0d6da1-efa4-4443-b085-7095617fc2fc,SJE - VB : 2025-4-14,2024,Superliga
AAB,16,1035.95,121195.37,19671.38,7466.63,1951.32,864,575,284,5,29b1fb05-f3ce-48a3-a52d-b5aa96280eb5,SIF - AAB : 2025-4-16,2024,Superliga
SIF,16,1036.0,119962.7,17416.41,6074.46,1914.1299999999999,706,277,422,7,29b1fb05-f3ce-48a3-a52d-b5aa96280eb5,SIF - AAB : 2025-4-16,2024,Superliga
VB,13,1051.2166666666667,112035.44,17407.01,6407.92,2021.84,763,358,392,13,15b8f1ae-46c6-4cd2-9fae-f98847364070,VB - VFF : 2025-4-17,2024,Superliga
VFF,16,1051.2333333333333,113586.54,17231.97,7045.48,2205.85,802,503,292,7,15b8f1ae-46c6-4cd2-9fae-f98847364070,VB - VFF : 2025-4-17,2024,Superliga
LBK,15,1083.6166666666666,112034.06,16926.27,6757.65,2071.8,756,415,321,20,c63aec71-32aa-4e4e-a89c-778f1225e04c,LBK - SJE : 2025-4-17,2024,Superliga
SJE,16,1083.6333333333334,115714.37,18444.18,7061.05,2479.57,822,455,335,32,c63aec71-32aa-4e4e-a89c-778f1225e04c,LBK - SJE : 2025-4-17,2024,Superliga
AGF,16,1101.4666666666667,112291.98,17935.69,6398.71,2372.55,779,418,352,9,74be3fc8-3787-42d7-a69f-034e341dffa4,RFC - AGF : 2025-4-17,2024,Superliga
RFC,16,1101.4666666666667,107736.68000000001,14994.17,5530.34,2034.43,678,361,305,12,74be3fc8-3787-42d7-a69f-034e341dffa4,RFC - AGF : 2025-4-17,2024,Superliga
FCK,16,1123.8166666666666,112800.07,16126.76,5306.51,1738.4,651,282,361,8,7f1ba310-fe90-4492-965d-15f01559ccda,FCM - FCK : 2025-4-17,2024,Superliga
FCM,16,1123.8166666666666,114628.76,16967.28,6676.35,2131.96,798,537,229,32,7f1ba310-fe90-4492-965d-15f01559ccda,FCM - FCK : 2025-4-17,2024,Superliga
BIF,16,1024.2333333333333,109392.97,16934.75,6020.27,2003.95,747,399,332,16,8cc09df8-c2ae-47db-9570-3595ee90148f,BIF - FCN : 2025-4-18,2024,Superliga
FCN,13,1024.25,112534.06,18192.94,6604.66,2168.34,784,456,321,7,8cc09df8-c2ae-47db-9570-3595ee90148f,BIF - FCN : 2025-4-18,2024,Superliga
AAB,15,1102.7333333333333,111183.20999999999,17519.04,6493.47,2250.03,763,392,355,16,de3aaa8a-ef95-4530-8393-d2d4601e9ee0,AAB - SJE : 2025-4-20,2024,Superliga
SJE,16,1102.6666666666667,113586.28,18948.46,6877.24,2419.15,838,474,344,20,de3aaa8a-ef95-4530-8393-d2d4601e9ee0,AAB - SJE : 2025-4-20,2024,Superliga
LBK,14,1070.8,117329.5,17785.93,7139.64,2115.62,807,467,329,11,032de9ef-1065-46f5-8c00-4f1a4e5746fc,VFF - LBK : 2025-4-21,2024,Superliga
VFF,16,1070.7666666666667,115279.66,17512.24,6620.32,2148.4700000000003,754,410,339,5,032de9ef-1065-46f5-8c00-4f1a4e5746fc,VFF - LBK : 2025-4-21,2024,Superliga
SIF,16,1084.35,123374.83,18543.190000000002,6939.08,2165.79,771,378,386,7,18ddaa8d-165a-433e-9554-2d1612a707f2,VB - SIF : 2025-4-21,2024,Superliga
VB,16,1084.3666666666666,114290.3,17133.65,6551.15,2208.77,785,426,355,4,18ddaa8d-165a-433e-9554-2d1612a707f2,VB - SIF : 2025-4-21,2024,Superliga
BIF,15,1116.6333333333334,110321.97,15384.779999999999,5751.82,1535.55,648,319,304,25,c44b4dd5-05e0-4097-8ab0-c983f3b932b0,BIF - RFC : 2025-4-21,2024,Superliga
RFC,15,1080.6833333333334,105733.75,14917.67,4696.94,1334.67,559,313,236,10,c44b4dd5-05e0-4097-8ab0-c983f3b932b0,BIF - RFC : 2025-4-21,2024,Superliga
AGF,16,1112.2833333333333,120423.77,18706.11,7167.85,2013.82,787,425,356,6,3424c9e1-d765-4d55-a8f8-e350aa44889d,FCK - AGF : 2025-4-21,2024,Superliga
FCK,16,1112.2833333333333,119714.47,18081.61,6936.12,2219.01,796,473,313,10,3424c9e1-d765-4d55-a8f8-e350aa44889d,FCK - AGF : 2025-4-21,2024,Superliga
FCM,16,1062.3666666666666,118633.65,20640.66,8031.34,3336.71,937,571,357,9,e150a451-666c-4737-95a8-290e86adae89,FCN - FCM : 2025-4-22,2024,Superliga
FCN,15,1079.2166666666667,118603.63,19253.66,7342.46,3122.2599999999998,865,387,464,14,e150a451-666c-4737-95a8-290e86adae89,FCN - FCM : 2025-4-22,2024,Superliga
BIF,14,1047.2,108054.29,14765.4,5517.18,2144.18,696,376,308,12,32ba662a-9c6b-427f-ba26-daa3bbf14fac,RFC - BIF : 2025-4-25,2024,Superliga
RFC,16,1047.1833333333334,108681.59,15729.42,6003.25,1883.55,720,385,321,14,32ba662a-9c6b-427f-ba26-daa3bbf14fac,RFC - BIF : 2025-4-25,2024,Superliga
SJE,16,1090.4,116914.68,17621.31,6718.049999999999,2085.08,785,419,349,17,a0dcfe3f-6d6c-455d-a987-fc6666b694d3,SJE - VFF : 2025-4-27,2024,Superliga
VFF,16,1057.15,111865.63,17672.15,6727.86,2080.32,780,465,305,10,a0dcfe3f-6d6c-455d-a987-fc6666b694d3,SJE - VFF : 2025-4-27,2024,Superliga
LBK,16,1064.9,115679.7,16632.32,6256.72,2244.86,764,424,322,18,b7400435-91c9-42d0-914c-3ceee70c3005,LBK - SIF : 2025-4-27,2024,Superliga
SIF,16,1064.9166666666667,116101.95999999999,17485.09,5729.27,1777.22,662,316,333,13,b7400435-91c9-42d0-914c-3ceee70c3005,LBK - SIF : 2025-4-27,2024,Superliga
AGF,16,1079.7666666666667,122956.31999999999,20743.4,7176.59,2114.0099999999998,795,405,378,12,fea8c369-29f9-4eb3-9322-582e1fdfedb4,AGF - FCK : 2025-4-27,2024,Superliga
FCK,15,1079.8166666666666,120190.23,19350.36,7065.23,1586.5800000000002,741,410,324,7,fea8c369-29f9-4eb3-9322-582e1fdfedb4,AGF - FCK : 2025-4-27,2024,Superliga
FCM,16,1066.9666666666667,117282.81,19816.81,7401.74,2785.64,882,449,410,23,a2b83988-9b8d-485b-95ff-7e8dbbce348c,FCM - FCN : 2025-4-27,2024,Superliga
FCN,16,1066.9833333333333,115762.96,20486.24,7460.24,2097.25,814,451,341,22,a2b83988-9b8d-485b-95ff-7e8dbbce348c,FCM - FCN : 2025-4-27,2024,Superliga
AAB,16,1057.0166666666667,113223.47,17222.16,6562.15,1902.75,738,355,363,20,6aeca6bd-103d-45e7-b11b-28dce9db8378,AAB - VB : 2025-4-28,2024,Superliga
VB,14,1057.05,109186.54000000001,14920.63,5365.68,1874.71,653,388,258,7,6aeca6bd-103d-45e7-b11b-28dce9db8378,AAB - VB : 2025-4-28,2024,Superliga
FCN,15,1109.85,112644.18,18530.75,6948.58,1941.93,752,463,280,9,c0cb0289-3c06-4918-a900-1536cb5ab3c0,RFC - FCN : 2025-5-2,2024,Superliga
RFC,16,1109.85,112962.56,17907.51,6368.62,1725.6299999999999,709,362,332,15,c0cb0289-3c06-4918-a900-1536cb5ab3c0,RFC - FCN : 2025-5-2,2024,Superliga
LBK,13,1026.85,103112.22,15202.0,5889.56,1950.01,700,429,260,11,905376b7-5be6-4b39-b80c-ffd43e440ef5,LBK - VFF : 2025-5-4,2024,Superliga
VFF,16,1026.7666666666667,102692.43,15791.39,5455.29,1790.8,641,297,335,9,905376b7-5be6-4b39-b80c-ffd43e440ef5,LBK - VFF : 2025-5-4,2024,Superliga
SIF,16,1062.7166666666667,122843.69,18671.74,7497.43,2693.64,801,423,373,5,fb0e472e-667f-4d2b-af01-29f64c23c409,SIF - VB : 2025-5-4,2024,Superliga
VB,15,1062.7166666666667,117036.79,15876.52,5693.87,2302.06,668,330,327,11,fb0e472e-667f-4d2b-af01-29f64c23c409,SIF - VB : 2025-5-4,2024,Superliga
BIF,16,1057.8,108060.36,15778.2,6086.8,1754.67,651,336,306,9,a24ed3ff-38c4-48e9-8f79-93b87db32753,BIF - FCK : 2025-5-4,2024,Superliga
FCK,16,1057.8333333333333,114056.74,17761.77,6874.08,2410.99,807,453,336,18,a24ed3ff-38c4-48e9-8f79-93b87db32753,BIF - FCK : 2025-5-4,2024,Superliga
AGF,15,1112.7,115804.08,17906.16,6907.42,2569.19,838,443,384,11,3374b010-9b30-4fbd-92e0-78f8d572788a,FCM - AGF : 2025-5-4,2024,Superliga
FCM,16,1101.0333333333333,111762.23,17916.03,7101.21,2604.18,870,468,388,14,3374b010-9b30-4fbd-92e0-78f8d572788a,FCM - AGF : 2025-5-4,2024,Superliga
AAB,16,1063.7,119496.81,19914.59,6901.52,1967.5,747,416,319,12,08ee9e97-d798-4052-9d08-f3b4f56fea43,SJE - AAB : 2025-5-5,2024,Superliga
SJE,15,1063.7,118963.44,19165.75,7888.83,1974.15,820,468,340,12,08ee9e97-d798-4052-9d08-f3b4f56fea43,SJE - AAB : 2025-5-5,2024,Superliga
SIF,15,1034.4833333333333,123293.83,19470.16,7269.75,1754.58,779,394,379,6,1e03ac41-d3eb-42a3-bcfc-d40f7b517bf6,SIF - SJE : 2025-5-11,2024,Superliga
SJE,16,1034.4833333333333,119776.66,18565.38,6585.91,2209.25,808,441,364,3,1e03ac41-d3eb-42a3-bcfc-d40f7b517bf6,SIF - SJE : 2025-5-11,2024,Superliga
BIF,13,1055.8166666666666,107601.48999999999,15318.38,6091.04,1896.31,705,381,323,1,fad45ccf-96cd-4d1b-b17f-78f59c1b993f,FCN - BIF : 2025-5-11,2024,Superliga
FCN,16,1080.4833333333333,112000.16,17106.29,6648.22,2132.32,774,423,335,16,fad45ccf-96cd-4d1b-b17f-78f59c1b993f,FCN - BIF : 2025-5-11,2024,Superliga
AGF,14,1045.5,113582.22,17723.58,6614.05,1727.38,753,409,335,9,189ff689-335b-42a5-bf23-1e61b686347a,AGF - RFC : 2025-5-11,2024,Superliga
RFC,16,1045.5166666666667,108776.68,15612.77,5081.24,1487.57,597,329,260,8,189ff689-335b-42a5-bf23-1e61b686347a,AGF - RFC : 2025-5-11,2024,Superliga
AAB,16,1081.45,117244.99,20910.36,6939.35,2187.79,783,412,349,22,236e2e6c-79e5-4f35-95ad-cfeedcb804e5,VFF - AAB : 2025-5-11,2024,Superliga
VFF,16,1081.45,116373.18,19265.23,8047.07,2549.11,885,508,359,18,236e2e6c-79e5-4f35-95ad-cfeedcb804e5,VFF - AAB : 2025-5-11,2024,Superliga
FCK,15,1072.85,117623.82,18792.14,6818.88,1824.07,795,400,377,18,67879454-d138-4e09-a266-f0e69fdd8713,FCK - FCM : 2025-5-11,2024,Superliga
FCM,14,1072.85,115784.41,18707.52,7585.98,1833.65,844,483,338,23,67879454-d138-4e09-a266-f0e69fdd8713,FCK - FCM : 2025-5-11,2024,Superliga
LBK,15,1085.2833333333333,117026.97,16809.57,6205.45,1827.5,720,352,353,15,d4a58f65-618a-44f3-b0e4-adc16fda66d7,VB - LBK : 2025-5-12,2024,Superliga
VB,15,1085.2833333333333,115379.16,15487.31,6142.64,2217.23,753,408,315,30,d4a58f65-618a-44f3-b0e4-adc16fda66d7,VB - LBK : 2025-5-12,2024,Superliga
AGF,15,1101.8333333333333,121176.78,19123.42,7225.44,2430.31,833,463,338,32,09632aca-b4ed-42c9-8cb9-3f19bf930a52,FCN - AGF : 2025-5-16,2024,Superliga
FCN,16,1101.8333333333333,117517.36,18717.1,7795.91,2654.67,888,468,400,20,09632aca-b4ed-42c9-8cb9-3f19bf930a52,FCN - AGF : 2025-5-16,2024,Superliga
VB,14,1107.3166666666666,108428.09999999999,14689.76,5390.84,1767.88,635,315,305,15,0c25919e-62dc-4fb1-a3e1-7eaa7cd5e584,VFF - VB : 2025-5-18,2024,Superliga
VFF,16,1107.3,112594.64,16380.08,6315.74,1800.48,731,362,357,12,0c25919e-62dc-4fb1-a3e1-7eaa7cd5e584,VFF - VB : 2025-5-18,2024,Superliga
AAB,16,1109.15,119676.83,17745.18,6154.67,1981.1100000000001,706,433,269,4,6464ee20-c27b-4704-abd4-a74e106b4581,AAB - SIF : 2025-5-18,2024,Superliga
SIF,16,1109.1333333333334,118789.14,17735.04,6156.3,1961.0,738,349,384,5,6464ee20-c27b-4704-abd4-a74e106b4581,AAB - SIF : 2025-5-18,2024,Superliga
LBK,16,1069.9,114533.15,17833.91,6892.8,2122.31,775,475,294,6,f591a27e-b891-41e5-8b76-4004ef6dd4c3,SJE - LBK : 2025-5-18,2024,Superliga
SJE,16,1069.9166666666667,116324.71,18645.29,6879.72,2089.73,792,375,401,16,f591a27e-b891-41e5-8b76-4004ef6dd4c3,SJE - LBK : 2025-5-18,2024,Superliga
FCK,16,1047.5666666666666,116227.56999999999,18098.0,6990.37,2080.2799999999997,815,420,376,19,578a0042-f3b0-4e8e-bb8a-36abdb017e3a,RFC - FCK : 2025-5-18,2024,Superliga
RFC,16,1047.5666666666666,110529.16,16494.8,6427.25,2120.19,738,456,279,3,578a0042-f3b0-4e8e-bb8a-36abdb017e3a,RFC - FCK : 2025-5-18,2024,Superliga
BIF,14,1064.5666666666666,109103.24,15632.29,5744.25,2315.35,748,341,389,18,676f0bb5-2281-4d3b-ad12-25e6ff21b26c,BIF - FCM : 2025-5-19,2024,Superliga
FCM,16,1064.5833333333333,109436.93,16709.100000000002,6815.54,2372.64,824,487,320,17,676f0bb5-2281-4d3b-ad12-25e6ff21b26c,BIF - FCM : 2025-5-19,2024,Superliga
AAB,16,1026.25,112595.31,17894.15,6017.0,1697.22,698,382,315,1,8c20326d-6d11-4aeb-9b6e-78de2d34f277,LBK - AAB : 2025-5-24,2024,Superliga
LBK,16,1034.4666666666667,112840.12,16517.43,6637.69,2006.59,827,466,355,6,8c20326d-6d11-4aeb-9b6e-78de2d34f277,LBK - AAB : 2025-5-24,2024,Superliga
SIF,16,1036.5666666666666,125016.45,19646.41,7006.610000000001,2463.37,849,376,470,3,a153ca7a-e0d1-4b39-8717-21597b620d04,SIF - VFF : 2025-5-24,2024,Superliga
VFF,16,1036.5666666666666,120297.98,18387.68,7304.3,2290.49,872,503,357,12,a153ca7a-e0d1-4b39-8717-21597b620d04,SIF - VFF : 2025-5-24,2024,Superliga
SJE,16,1047.8666666666666,113927.59999999999,18421.87,7984.81,2184.32,835,437,387,11,aa1c093c-2cc0-400e-9e32-a9ffc9cc2a4b,VB - SJE : 2025-5-24,2024,Superliga
VB,16,1047.8833333333334,112128.75,16155.970000000001,6453.21,1926.15,741,371,367,3,aa1c093c-2cc0-400e-9e32-a9ffc9cc2a4b,VB - SJE : 2025-5-24,2024,Superliga
AGF,16,1073.5666666666666,119545.84,18907.22,6976.41,2456.5699999999997,802,395,392,15,d6e7223b-7e3c-470a-b077-15a5d6bbaa7e,AGF - BIF : 2025-5-25,2024,Superliga
BIF,15,1073.55,112832.79,16313.470000000001,6165.62,2279.78,746,417,316,13,d6e7223b-7e3c-470a-b077-15a5d6bbaa7e,AGF - BIF : 2025-5-25,2024,Superliga
FCM,16,1057.4166666666667,114712.53,18577.19,7716.47,2729.12,867,510,333,24,fc557b7f-288f-4f7c-ba76-6b70270491d1,FCM - RFC : 2025-5-25,2024,Superliga
RFC,16,1057.4166666666667,113223.4,17975.66,6870.16,2359.18,765,383,363,19,fc557b7f-288f-4f7c-ba76-6b70270491d1,FCM - RFC : 2025-5-25,2024,Superliga
FCK,16,1100.3666666666666,117776.35,17734.44,6146.04,1934.19,708,354,338,16,fd237960-791e-460f-af82-4cd2776a1913,FCK - FCN : 2025-5-25,2024,Superliga
FCN,16,1100.3666666666666,113101.12,17344.91,6487.33,2004.0,751,490,255,6,fd237960-791e-460f-af82-4cd2776a1913,FCK - FCN : 2025-5-25,2024,Superliga
RFC,16,1085.65,117290.35,17771.18,6814.68,1701.93,726,465,251,10,5d3de899-4d66-4bf1-9393-642997d0682d,RFC - SIF : 2025-6-1,2024,Superliga
SIF,15,1085.7,120786.42,18141.23,6216.85,1703.72,686,308,360,18,5d3de899-4d66-4bf1-9393-642997d0682d,RFC - SIF : 2025-6-1,2024,Superliga
